date,street,people_count
2022-04-25,Melbourne Central,23712
2022-04-25,Bourke Street Mall (North),17836
2022-04-25,Chinatown-Swanston St (North),10334
2022-04-25,Collins Place (North),1493
2022-04-25,QV Market-Peel St,1543
2022-04-25,Southern Cross Station,0
2022-04-25,Spencer St-Collins St (North),10924
2022-04-24,Spencer St-Collins St (North),12461
2022-04-24,Southern Cross Station,0
2022-04-24,QV Market-Peel St,3629
2022-04-24,Melbourne Central,29179
2022-04-24,Collins Place (North),1851
2022-04-24,Chinatown-Swanston St (North),14852
2022-04-24,Bourke Street Mall (North),23263
2022-04-23,Chinatown-Swanston St (North),15600
2022-04-23,Spencer St-Collins St (North),14216
2022-04-23,Southern Cross Station,0
2022-04-23,QV Market-Peel St,3886
2022-04-23,Melbourne Central,32160
2022-04-23,Collins Place (North),2404
2022-04-23,Bourke Street Mall (North),27326
2022-04-22,Bourke Street Mall (North),25620
2022-04-22,Chinatown-Swanston St (North),12882
2022-04-22,Spencer St-Collins St (North),18483
2022-04-22,Southern Cross Station,0
2022-04-22,QV Market-Peel St,2945
2022-04-22,Melbourne Central,29190
2022-04-22,Collins Place (North),5214
2022-04-21,Spencer St-Collins St (North),18821
2022-04-21,Southern Cross Station,0
2022-04-21,QV Market-Peel St,2705
2022-04-21,Melbourne Central,26430
2022-04-21,Collins Place (North),5635
2022-04-21,Chinatown-Swanston St (North),10690
2022-04-21,Bourke Street Mall (North),22897
2022-04-20,Bourke Street Mall (North),21147
2022-04-20,Chinatown-Swanston St (North),10917
2022-04-20,Collins Place (North),5569
2022-04-20,Melbourne Central,25275
2022-04-20,Southern Cross Station,5363
2022-04-20,Spencer St-Collins St (North),17936
2022-04-20,QV Market-Peel St,2039
2022-04-19,Collins Place (North),3689
2022-04-19,Bourke Street Mall (North),15713
2022-04-19,Chinatown-Swanston St (North),9331
2022-04-19,Melbourne Central,19954
2022-04-19,QV Market-Peel St,2354
2022-04-19,Southern Cross Station,6536
2022-04-19,Spencer St-Collins St (North),18212
2022-04-18,Spencer St-Collins St (North),11387
2022-04-18,QV Market-Peel St,1450
2022-04-18,Melbourne Central,23590
2022-04-18,Collins Place (North),873
2022-04-18,Chinatown-Swanston St (North),11390
2022-04-18,Bourke Street Mall (North),17819
2022-04-18,Southern Cross Station,1202
2022-04-17,Collins Place (North),1314
2022-04-17,QV Market-Peel St,2739
2022-04-17,Chinatown-Swanston St (North),13903
2022-04-17,Melbourne Central,26175
2022-04-17,Bourke Street Mall (North),20703
2022-04-17,Southern Cross Station,1797
2022-04-17,Spencer St-Collins St (North),13101
2022-04-16,Bourke Street Mall (North),31133
2022-04-16,Spencer St-Collins St (North),14884
2022-04-16,Southern Cross Station,2154
2022-04-16,QV Market-Peel St,3748
2022-04-16,Melbourne Central,32794
2022-04-16,Collins Place (North),2092
2022-04-16,Chinatown-Swanston St (North),17050
2022-04-15,Spencer St-Collins St (North),13282
2022-04-15,Southern Cross Station,2031
2022-04-15,Melbourne Central,31341
2022-04-15,Collins Place (North),1796
2022-04-15,Chinatown-Swanston St (North),14586
2022-04-15,Bourke Street Mall (North),12743
2022-04-15,QV Market-Peel St,2048
2022-04-14,Chinatown-Swanston St (North),12871
2022-04-14,Bourke Street Mall (North),24164
2022-04-14,Southern Cross Station,9408
2022-04-14,QV Market-Peel St,3343
2022-04-14,Melbourne Central,28004
2022-04-14,Collins Place (North),6023
2022-04-14,Spencer St-Collins St (North),19212
2022-04-13,Spencer St-Collins St (North),19279
2022-04-13,Chinatown-Swanston St (North),10405
2022-04-13,Bourke Street Mall (North),21407
2022-04-13,Southern Cross Station,11522
2022-04-13,Collins Place (North),6321
2022-04-13,Melbourne Central,26315
2022-04-13,QV Market-Peel St,2168
2022-04-12,Collins Place (North),6733
2022-04-12,Chinatown-Swanston St (North),10141
2022-04-12,Bourke Street Mall (North),20643
2022-04-12,Melbourne Central,25620
2022-04-12,Spencer St-Collins St (North),19486
2022-04-12,Southern Cross Station,11684
2022-04-12,QV Market-Peel St,2844
2022-04-11,Chinatown-Swanston St (North),10380
2022-04-11,Collins Place (North),5308
2022-04-11,Bourke Street Mall (North),21105
2022-04-11,QV Market-Peel St,1947
2022-04-11,Southern Cross Station,8370
2022-04-11,Spencer St-Collins St (North),18202
2022-04-11,Melbourne Central,25833
2022-04-10,Spencer St-Collins St (North),24722
2022-04-10,Southern Cross Station,2617
2022-04-10,QV Market-Peel St,3443
2022-04-10,Melbourne Central,29407
2022-04-10,Collins Place (North),1914
2022-04-10,Chinatown-Swanston St (North),12603
2022-04-10,Bourke Street Mall (North),20232
2022-04-09,Chinatown-Swanston St (North),14700
2022-04-09,Bourke Street Mall (North),25646
2022-04-09,Southern Cross Station,3482
2022-04-09,QV Market-Peel St,3877
2022-04-09,Melbourne Central,34171
2022-04-09,Collins Place (North),2783
2022-04-09,Spencer St-Collins St (North),27817
2022-04-08,Chinatown-Swanston St (North),12375
2022-04-08,Melbourne Central,28457
2022-04-08,Bourke Street Mall (North),22013
2022-04-08,Collins Place (North),6428
2022-04-08,QV Market-Peel St,2877
2022-04-08,Southern Cross Station,9264
2022-04-08,Spencer St-Collins St (North),27067
2022-04-07,Spencer St-Collins St (North),21970
2022-04-07,Southern Cross Station,12787
2022-04-07,QV Market-Peel St,2851
2022-04-07,Melbourne Central,24750
2022-04-07,Collins Place (North),6957
2022-04-07,Chinatown-Swanston St (North),10122
2022-04-07,Bourke Street Mall (North),20230
2022-04-06,Bourke Street Mall (North),17678
2022-04-06,Southern Cross Station,12560
2022-04-06,Collins Place (North),6933
2022-04-06,Chinatown-Swanston St (North),8284
2022-04-06,Spencer St-Collins St (North),18964
2022-04-06,Melbourne Central,21949
2022-04-06,QV Market-Peel St,2892
2022-04-05,Melbourne Central,20918
2022-04-05,Bourke Street Mall (North),16467
2022-04-05,Collins Place (North),6678
2022-04-05,Chinatown-Swanston St (North),8231
2022-04-05,QV Market-Peel St,2432
2022-04-05,Southern Cross Station,12294
2022-04-05,Spencer St-Collins St (North),19374
2022-04-04,Spencer St-Collins St (North),15241
2022-04-04,Southern Cross Station,9104
2022-04-04,QV Market-Peel St,1567
2022-04-04,Melbourne Central,19189
2022-04-04,Collins Place (North),5097
2022-04-04,Chinatown-Swanston St (North),7626
2022-04-04,Bourke Street Mall (North),15726
2022-04-03,Chinatown-Swanston St (North),10660
2022-04-03,Melbourne Central,22763
2022-04-03,Collins Place (North),1600
2022-04-03,Bourke Street Mall (North),18927
2022-04-03,QV Market-Peel St,4083
2022-04-03,Spencer St-Collins St (North),13805
2022-04-03,Southern Cross Station,6895
2022-04-02,Spencer St-Collins St (North),12987
2022-04-02,Southern Cross Station,2075
2022-04-02,QV Market-Peel St,4053
2022-04-02,Melbourne Central,28216
2022-04-02,Collins Place (North),2601
2022-04-02,Chinatown-Swanston St (North),13559
2022-04-02,Bourke Street Mall (North),24428
2022-04-01,Melbourne Central,24869
2022-04-01,Bourke Street Mall (North),20725
2022-04-01,Chinatown-Swanston St (North),10998
2022-04-01,Collins Place (North),5829
2022-04-01,Southern Cross Station,8352
2022-04-01,QV Market-Peel St,2832
2022-04-01,Spencer St-Collins St (North),17143
2022-03-31,Melbourne Central,21382
2022-03-31,Bourke Street Mall (North),18190
2022-03-31,Chinatown-Swanston St (North),8337
2022-03-31,Collins Place (North),6031
2022-03-31,Southern Cross Station,11749
2022-03-31,QV Market-Peel St,2557
2022-03-31,Spencer St-Collins St (North),18575
2022-03-30,Spencer St-Collins St (North),17526
2022-03-30,Southern Cross Station,6125
2022-03-30,QV Market-Peel St,2670
2022-03-30,Melbourne Central,20579
2022-03-30,Collins Place (North),5890
2022-03-30,Chinatown-Swanston St (North),7547
2022-03-30,Bourke Street Mall (North),16466
2022-03-29,Melbourne Central,19532
2022-03-29,Bourke Street Mall (North),15089
2022-03-29,Chinatown-Swanston St (North),6976
2022-03-29,Collins Place (North),5777
2022-03-29,QV Market-Peel St,2375
2022-03-29,Spencer St-Collins St (North),16745
2022-03-29,Southern Cross Station,0
2022-03-28,Spencer St-Collins St (North),15330
2022-03-28,Southern Cross Station,0
2022-03-28,QV Market-Peel St,1622
2022-03-28,Melbourne Central,18614
2022-03-28,Collins Place (North),4791
2022-03-28,Chinatown-Swanston St (North),7248
2022-03-28,Bourke Street Mall (North),14860
2022-03-27,Bourke Street Mall (North),19115
2022-03-27,Melbourne Central,22917
2022-03-27,Collins Place (North),1647
2022-03-27,Chinatown-Swanston St (North),10845
2022-03-27,QV Market-Peel St,3298
2022-03-27,Spencer St-Collins St (North),11819
2022-03-27,Southern Cross Station,0
2022-03-26,Melbourne Central,29353
2022-03-26,Bourke Street Mall (North),26298
2022-03-26,Collins Place (North),3117
2022-03-26,Chinatown-Swanston St (North),13839
2022-03-26,QV Market-Peel St,4113
2022-03-26,Southern Cross Station,385
2022-03-26,Spencer St-Collins St (North),15475
2022-03-25,Spencer St-Collins St (North),17763
2022-03-25,Southern Cross Station,7968
2022-03-25,QV Market-Peel St,3060
2022-03-25,Melbourne Central,26230
2022-03-25,Collins Place (North),6003
2022-03-25,Chinatown-Swanston St (North),10482
2022-03-25,Bourke Street Mall (North),21051
2022-03-24,Chinatown-Swanston St (North),8331
2022-03-24,Melbourne Central,22284
2022-03-24,Bourke Street Mall (North),17938
2022-03-24,Collins Place (North),6384
2022-03-24,QV Market-Peel St,2525
2022-03-24,Spencer St-Collins St (North),19528
2022-03-24,Southern Cross Station,10511
2022-03-23,Spencer St-Collins St (North),18349
2022-03-23,Southern Cross Station,10183
2022-03-23,QV Market-Peel St,2546
2022-03-23,Melbourne Central,21288
2022-03-23,Collins Place (North),6486
2022-03-23,Chinatown-Swanston St (North),7686
2022-03-23,Bourke Street Mall (North),16311
2022-03-22,Melbourne Central,18750
2022-03-22,Chinatown-Swanston St (North),6766
2022-03-22,Collins Place (North),5974
2022-03-22,Bourke Street Mall (North),14219
2022-03-22,QV Market-Peel St,2203
2022-03-22,Spencer St-Collins St (North),17644
2022-03-22,Southern Cross Station,9821
2022-03-21,Melbourne Central,19108
2022-03-21,Chinatown-Swanston St (North),7181
2022-03-21,Collins Place (North),5010
2022-03-21,Bourke Street Mall (North),14514
2022-03-21,QV Market-Peel St,1612
2022-03-21,Southern Cross Station,7318
2022-03-21,Spencer St-Collins St (North),15681
2022-03-20,Spencer St-Collins St (North),10012
2022-03-20,Southern Cross Station,1489
2022-03-20,QV Market-Peel St,3172
2022-03-20,Melbourne Central,23585
2022-03-20,Collins Place (North),1663
2022-03-20,Chinatown-Swanston St (North),10215
2022-03-20,Bourke Street Mall (North),18777
2022-03-19,QV Market-Peel St,3640
2022-03-19,Chinatown-Swanston St (North),13444
2022-03-19,Melbourne Central,29044
2022-03-19,Collins Place (North),2725
2022-03-19,Southern Cross Station,2053
2022-03-19,Spencer St-Collins St (North),14042
2022-03-19,Bourke Street Mall (North),24812
2022-03-18,Southern Cross Station,8365
2022-03-18,QV Market-Peel St,2633
2022-03-18,Melbourne Central,25446
2022-03-18,Collins Place (North),5416
2022-03-18,Chinatown-Swanston St (North),9783
2022-03-18,Bourke Street Mall (North),20480
2022-03-18,Spencer St-Collins St (North),19326
2022-03-17,Bourke Street Mall (North),18226
2022-03-17,Spencer St-Collins St (North),18471
2022-03-17,Southern Cross Station,9940
2022-03-17,QV Market-Peel St,2533
2022-03-17,Melbourne Central,22235
2022-03-17,Collins Place (North),6331
2022-03-17,Chinatown-Swanston St (North),8471
2022-03-16,QV Market-Peel St,2496
2022-03-16,Spencer St-Collins St (North),17303
2022-03-16,Southern Cross Station,10032
2022-03-16,Collins Place (North),6290
2022-03-16,Melbourne Central,20737
2022-03-16,Chinatown-Swanston St (North),7264
2022-03-16,Bourke Street Mall (North),15390
2022-03-15,Southern Cross Station,9378
2022-03-15,Collins Place (North),6345
2022-03-15,QV Market-Peel St,2292
2022-03-15,Melbourne Central,19659
2022-03-15,Spencer St-Collins St (North),16329
2022-03-15,Chinatown-Swanston St (North),7007
2022-03-15,Bourke Street Mall (North),14239
2022-03-14,Spencer St-Collins St (North),11237
2022-03-14,Southern Cross Station,2601
2022-03-14,QV Market-Peel St,1612
2022-03-14,Melbourne Central,29057
2022-03-14,Collins Place (North),1195
2022-03-14,Chinatown-Swanston St (North),13918
2022-03-14,Bourke Street Mall (North),19804
2022-03-13,Melbourne Central,30827
2022-03-13,Spencer St-Collins St (North),13772
2022-03-13,Collins Place (North),1775
2022-03-13,Bourke Street Mall (North),22287
2022-03-13,Chinatown-Swanston St (North),14417
2022-03-13,Southern Cross Station,1753
2022-03-13,QV Market-Peel St,3602
2022-03-12,Spencer St-Collins St (North),14529
2022-03-12,Southern Cross Station,2064
2022-03-12,QV Market-Peel St,3769
2022-03-12,Melbourne Central,34664
2022-03-12,Collins Place (North),2537
2022-03-12,Chinatown-Swanston St (North),15124
2022-03-12,Bourke Street Mall (North),25632
2022-03-11,Collins Place (North),4547
2022-03-11,Melbourne Central,27104
2022-03-11,Bourke Street Mall (North),16617
2022-03-11,Chinatown-Swanston St (North),10723
2022-03-11,Spencer St-Collins St (North),16600
2022-03-11,QV Market-Peel St,2778
2022-03-11,Southern Cross Station,5679
2022-03-10,Melbourne Central,23218
2022-03-10,Chinatown-Swanston St (North),8485
2022-03-10,Collins Place (North),5179
2022-03-10,Bourke Street Mall (North),0
2022-03-10,QV Market-Peel St,2495
2022-03-10,Southern Cross Station,7824
2022-03-10,Spencer St-Collins St (North),16214
2022-03-09,Bourke Street Mall (North),17871
2022-03-09,Melbourne Central,21426
2022-03-09,Chinatown-Swanston St (North),7726
2022-03-09,Collins Place (North),5244
2022-03-09,Spencer St-Collins St (North),16252
2022-03-09,QV Market-Peel St,2858
2022-03-09,Southern Cross Station,7850
2022-03-08,Melbourne Central,22020
2022-03-08,Bourke Street Mall (North),15488
2022-03-08,Collins Place (North),5615
2022-03-08,Chinatown-Swanston St (North),7340
2022-03-08,QV Market-Peel St,2412
2022-03-08,Southern Cross Station,8529
2022-03-08,Spencer St-Collins St (North),15378
2022-03-07,Spencer St-Collins St (North),14699
2022-03-07,Southern Cross Station,6056
2022-03-07,QV Market-Peel St,1794
2022-03-07,Melbourne Central,20379
2022-03-07,Collins Place (North),4215
2022-03-07,Chinatown-Swanston St (North),7199
2022-03-07,Bourke Street Mall (North),15811
2022-03-06,Chinatown-Swanston St (North),9845
2022-03-06,Melbourne Central,22937
2022-03-06,Bourke Street Mall (North),18548
2022-03-06,Collins Place (North),1040
2022-03-06,Southern Cross Station,1267
2022-03-06,QV Market-Peel St,3153
2022-03-06,Spencer St-Collins St (North),9884
2022-03-05,Melbourne Central,26872
2022-03-05,Chinatown-Swanston St (North),12122
2022-03-05,Collins Place (North),1665
2022-03-05,Bourke Street Mall (North),22849
2022-03-05,QV Market-Peel St,3497
2022-03-05,Southern Cross Station,1700
2022-03-05,Spencer St-Collins St (North),12800
2022-03-04,Spencer St-Collins St (North),17338
2022-03-04,Southern Cross Station,5957
2022-03-04,QV Market-Peel St,2260
2022-03-04,Melbourne Central,23630
2022-03-04,Collins Place (North),4380
2022-03-04,Chinatown-Swanston St (North),9148
2022-03-04,Bourke Street Mall (North),18284
2022-03-03,Melbourne Central,21777
2022-03-03,Chinatown-Swanston St (North),8007
2022-03-03,Collins Place (North),4630
2022-03-03,Bourke Street Mall (North),18458
2022-03-03,QV Market-Peel St,2546
2022-03-03,Southern Cross Station,7025
2022-03-03,Spencer St-Collins St (North),16030
2022-03-02,Spencer St-Collins St (North),15196
2022-03-02,Southern Cross Station,7039
2022-03-02,QV Market-Peel St,2525
2022-03-02,Melbourne Central,20526
2022-03-02,Collins Place (North),4356
2022-03-02,Chinatown-Swanston St (North),6944
2022-03-02,Bourke Street Mall (North),15475
2022-03-01,Chinatown-Swanston St (North),6144
2022-03-01,Collins Place (North),4047
2022-03-01,Melbourne Central,18868
2022-03-01,QV Market-Peel St,2114
2022-03-01,Southern Cross Station,6385
2022-03-01,Spencer St-Collins St (North),14888
2022-03-01,Bourke Street Mall (North),13751
2022-02-28,Spencer St-Collins St (North),13437
2022-02-28,Southern Cross Station,5248
2022-02-28,QV Market-Peel St,1493
2022-02-28,Melbourne Central,19168
2022-02-28,Collins Place (North),3677
2022-02-28,Chinatown-Swanston St (North),6361
2022-02-28,Bourke Street Mall (North),13734
2022-02-27,Melbourne Central,22366
2022-02-27,Bourke Street Mall (North),19693
2022-02-27,Chinatown-Swanston St (North),9996
2022-02-27,Collins Place (North),1186
2022-02-27,QV Market-Peel St,3214
2022-02-27,Spencer St-Collins St (North),9540
2022-02-27,Southern Cross Station,1374
2022-02-26,Spencer St-Collins St (North),12681
2022-02-26,Southern Cross Station,1702
2022-02-26,QV Market-Peel St,3678
2022-02-26,Melbourne Central,29245
2022-02-26,Collins Place (North),1881
2022-02-26,Chinatown-Swanston St (North),13195
2022-02-26,Bourke Street Mall (North),27192
2022-02-25,Collins Place (North),3785
2022-02-25,Bourke Street Mall (North),20017
2022-02-25,Chinatown-Swanston St (North),10148
2022-02-25,Melbourne Central,24102
2022-02-25,QV Market-Peel St,2694
2022-02-25,Southern Cross Station,4862
2022-02-25,Spencer St-Collins St (North),14852
2022-02-24,Spencer St-Collins St (North),14244
2022-02-24,Southern Cross Station,5297
2022-02-24,QV Market-Peel St,2255
2022-02-24,Melbourne Central,19590
2022-02-24,Collins Place (North),3721
2022-02-24,Chinatown-Swanston St (North),7202
2022-02-24,Bourke Street Mall (North),16296
2022-02-23,Collins Place (North),3779
2022-02-23,Bourke Street Mall (North),16084
2022-02-23,Chinatown-Swanston St (North),7061
2022-02-23,Spencer St-Collins St (North),14139
2022-02-23,Melbourne Central,18692
2022-02-23,Southern Cross Station,5050
